,infected_hawks,infected_doves,total_infected
9225,0,66,66
9226,0,66,66
9227,0,66,66
9228,0,66,66
9229,0,66,66
9230,0,66,66
9231,0,67,67
9232,0,67,67
9233,0,67,67
9234,0,67,67
9235,0,67,67
9236,0,67,67
9237,0,67,67
9238,0,67,67
9239,0,67,67
9240,0,67,67
9241,0,67,67
9242,0,67,67
9243,0,67,67
9244,0,67,67
9245,0,67,67
9246,0,68,68
9247,0,68,68
9248,0,68,68
9249,0,68,68
9250,0,68,68
9251,0,68,68
9252,0,68,68
9253,0,68,68
9254,0,68,68
9255,0,68,68
9256,0,68,68
9257,0,68,68
9258,0,68,68
9259,0,68,68
9260,0,68,68
9261,0,68,68
9262,0,68,68
9263,0,68,68
9264,0,68,68
9265,0,68,68
9266,0,68,68
9267,0,68,68
9268,0,68,68
9269,0,68,68
9270,0,68,68
9271,0,68,68
9272,0,68,68
9273,0,68,68
9274,0,68,68
9275,0,68,68
9276,0,68,68
9277,0,68,68
9278,0,68,68
9279,0,68,68
9280,0,68,68
9281,0,68,68
9282,0,68,68
9283,0,68,68
9284,0,68,68
9285,0,68,68
9286,0,68,68
9287,0,68,68
9288,0,68,68
9289,0,68,68
9290,0,68,68
9291,0,68,68
9292,0,68,68
9293,0,68,68
9294,0,68,68
9295,0,68,68
9296,0,68,68
9297,0,68,68
9298,0,68,68
9299,0,68,68
9300,0,68,68
9301,0,68,68
9302,0,69,69
9303,0,69,69
9304,0,69,69
9305,0,69,69
9306,0,69,69
9307,0,69,69
9308,0,69,69
9309,0,69,69
9310,0,69,69
9311,0,69,69
9312,0,69,69
9313,0,69,69
9314,0,69,69
9315,0,69,69
9316,0,69,69
9317,0,69,69
9318,0,69,69
9319,0,69,69
9320,0,69,69
9321,0,69,69
9322,0,69,69
9323,0,69,69
9324,0,69,69
9325,0,69,69
9326,0,69,69
9327,0,69,69
9328,0,69,69
9329,0,69,69
9330,0,69,69
9331,0,69,69
9332,0,69,69
9333,0,69,69
9334,0,69,69
9335,0,69,69
9336,0,69,69
9337,0,69,69
9338,0,69,69
9339,0,69,69
9340,0,69,69
9341,0,69,69
9342,0,69,69
9343,0,69,69
9344,0,69,69
9345,0,69,69
9346,0,69,69
9347,0,69,69
9348,0,69,69
9349,0,69,69
9350,0,69,69
9351,0,69,69
9352,0,70,70
9353,0,70,70
9354,0,70,70
9355,0,70,70
9356,0,70,70
9357,0,71,71
9358,0,71,71
9359,0,71,71
9360,0,71,71
9361,0,71,71
9362,0,71,71
9363,0,71,71
9364,0,71,71
9365,0,71,71
9366,0,71,71
9367,0,71,71
9368,0,71,71
9369,0,71,71
9370,0,71,71
9371,0,71,71
9372,0,71,71
9373,0,71,71
9374,0,71,71
9375,0,71,71
9376,0,71,71
9377,0,71,71
9378,0,71,71
9379,0,71,71
9380,0,71,71
9381,0,71,71
9382,0,71,71
9383,0,71,71
9384,0,71,71
9385,0,71,71
9386,0,71,71
9387,0,71,71
9388,0,71,71
9389,0,71,71
9390,0,71,71
9391,0,71,71
9392,0,71,71
9393,0,71,71
9394,0,71,71
9395,0,71,71
9396,0,71,71
9397,0,71,71
9398,0,71,71
9399,0,71,71
9400,0,71,71
9401,0,71,71
9402,0,71,71
9403,0,71,71
9404,0,71,71
9405,0,71,71
9406,0,71,71
9407,0,71,71
9408,0,71,71
9409,0,71,71
9410,0,71,71
9411,0,71,71
9412,0,71,71
9413,0,71,71
9414,0,71,71
9415,0,71,71
9416,0,71,71
9417,0,71,71
9418,0,71,71
9419,0,71,71
9420,0,71,71
9421,0,71,71
9422,0,71,71
9423,0,71,71
9424,0,71,71
9425,0,71,71
9426,0,71,71
9427,0,71,71
9428,0,71,71
9429,0,71,71
9430,0,71,71
9431,0,71,71
9432,0,71,71
9433,0,71,71
9434,0,71,71
9435,0,71,71
9436,0,71,71
9437,0,71,71
9438,0,71,71
9439,0,71,71
9440,0,71,71
9441,0,71,71
9442,0,71,71
9443,0,71,71
9444,0,71,71
9445,0,71,71
9446,0,71,71
9447,0,71,71
9448,0,71,71
9449,0,71,71
9450,0,71,71
9451,0,71,71
9452,0,71,71
9453,0,71,71
9454,0,71,71
9455,0,71,71
9456,0,71,71
9457,0,71,71
9458,0,71,71
9459,0,71,71
9460,0,71,71
9461,0,71,71
9462,0,71,71
9463,0,71,71
9464,0,71,71
9465,0,71,71
9466,0,71,71
9467,0,71,71
9468,0,71,71
9469,0,71,71
9470,0,71,71
9471,0,71,71
9472,0,71,71
9473,0,71,71
9474,0,71,71
9475,0,71,71
9476,0,71,71
9477,0,71,71
9478,0,71,71
9479,0,71,71
9480,0,71,71
9481,0,71,71
9482,0,71,71
9483,0,71,71
9484,0,71,71
9485,0,71,71
9486,0,71,71
9487,0,71,71
9488,0,71,71
9489,0,71,71
9490,0,71,71
9491,0,71,71
9492,0,71,71
9493,0,71,71
9494,0,71,71
9495,0,71,71
9496,0,71,71
9497,0,71,71
9498,0,71,71
9499,0,71,71
9500,0,71,71
9501,0,71,71
9502,0,71,71
9503,0,71,71
9504,0,71,71
9505,0,71,71
9506,0,71,71
9507,0,71,71
9508,0,71,71
9509,0,71,71
9510,0,71,71
9511,0,71,71
9512,0,71,71
9513,0,71,71
9514,0,71,71
9515,0,71,71
9516,0,71,71
9517,0,71,71
9518,0,71,71
9519,0,71,71
9520,0,71,71
9521,0,71,71
9522,0,71,71
9523,0,71,71
9524,0,71,71
9525,0,71,71
9526,0,71,71
9527,0,71,71
9528,0,71,71
9529,0,71,71
9530,0,71,71
9531,0,71,71
9532,0,71,71
9533,0,71,71
9534,0,71,71
9535,0,71,71
9536,0,71,71
9537,0,71,71
9538,0,71,71
9539,0,71,71
9540,0,71,71
9541,0,71,71
9542,0,71,71
9543,0,71,71
9544,0,71,71
9545,0,71,71
9546,0,71,71
9547,0,71,71
9548,0,71,71
9549,0,71,71
9550,0,71,71
9551,0,71,71
9552,0,71,71
9553,0,71,71
9554,0,71,71
9555,0,71,71
9556,0,71,71
9557,0,71,71
9558,0,71,71
9559,0,71,71
9560,0,71,71
9561,0,71,71
9562,0,71,71
9563,0,71,71
9564,0,71,71
9565,0,71,71
9566,0,71,71
9567,0,71,71
9568,0,71,71
9569,0,71,71
9570,0,71,71
9571,0,71,71
9572,0,71,71
9573,0,71,71
9574,0,71,71
9575,0,71,71
9576,0,71,71
9577,0,71,71
9578,0,71,71
9579,0,71,71
9580,0,71,71
9581,0,71,71
9582,0,71,71
9583,0,71,71
9584,0,71,71
9585,0,71,71
9586,0,71,71
9587,0,71,71
9588,0,71,71
9589,0,71,71
9590,0,71,71
9591,0,71,71
9592,0,72,72
9593,0,72,72
9594,0,72,72
9595,0,72,72
9596,0,72,72
9597,0,72,72
9598,0,72,72
9599,0,72,72
9600,0,72,72
9601,0,72,72
9602,0,72,72
9603,0,72,72
9604,0,72,72
9605,0,72,72
9606,0,72,72
9607,0,72,72
9608,0,72,72
9609,0,72,72
9610,0,72,72
9611,0,72,72
9612,0,72,72
9613,0,72,72
9614,0,72,72
9615,0,72,72
9616,0,72,72
9617,0,72,72
9618,0,72,72
9619,0,72,72
9620,0,72,72
9621,0,72,72
9622,0,72,72
9623,0,72,72
9624,0,72,72
9625,0,72,72
9626,0,72,72
9627,0,72,72
9628,0,72,72
9629,0,72,72
9630,0,72,72
9631,0,72,72
9632,0,72,72
9633,0,72,72
9634,0,72,72
9635,0,72,72
9636,0,72,72
9637,0,72,72
9638,0,72,72
9639,0,72,72
9640,0,72,72
9641,0,72,72
9642,0,72,72
9643,0,72,72
9644,0,72,72
9645,0,72,72
9646,0,72,72
9647,0,72,72
9648,0,72,72
9649,0,72,72
9650,0,72,72
9651,0,72,72
9652,0,72,72
9653,0,72,72
9654,0,72,72
9655,0,72,72
9656,0,72,72
9657,0,72,72
9658,0,72,72
9659,0,72,72
9660,0,72,72
9661,0,72,72
9662,0,72,72
9663,0,72,72
9664,0,72,72
9665,0,72,72
9666,0,72,72
9667,0,72,72
9668,0,72,72
9669,0,72,72
9670,0,72,72
9671,0,72,72
9672,0,72,72
9673,0,72,72
9674,0,72,72
9675,0,72,72
9676,0,72,72
9677,0,72,72
9678,0,72,72
9679,0,72,72
9680,0,72,72
9681,0,72,72
9682,0,72,72
9683,0,72,72
9684,0,72,72
9685,0,72,72
9686,0,72,72
9687,0,72,72
9688,0,72,72
9689,0,72,72
9690,0,72,72
9691,0,72,72
9692,0,72,72
9693,0,72,72
9694,0,72,72
9695,0,72,72
9696,0,72,72
9697,0,72,72
9698,0,72,72
9699,0,72,72
9700,0,72,72
9701,0,72,72
9702,0,72,72
9703,0,72,72
9704,0,72,72
9705,0,72,72
9706,0,72,72
9707,0,72,72
9708,0,73,73
9709,0,73,73
9710,0,73,73
9711,0,73,73
9712,0,73,73
9713,0,73,73
9714,0,73,73
9715,0,73,73
9716,0,73,73
9717,0,73,73
9718,0,73,73
9719,0,73,73
9720,0,73,73
9721,0,73,73
9722,0,73,73
9723,0,73,73
9724,0,73,73
9725,0,73,73
9726,0,73,73
9727,0,73,73
9728,0,73,73
9729,0,73,73
9730,0,73,73
9731,0,73,73
9732,0,74,74
9733,0,74,74
9734,0,74,74
9735,0,74,74
9736,0,74,74
9737,0,74,74
9738,0,74,74
9739,0,74,74
9740,0,74,74
9741,0,74,74
9742,0,74,74
9743,0,74,74
9744,0,74,74
9745,0,74,74
9746,0,74,74
9747,0,75,75
9748,0,75,75
9749,0,75,75
9750,0,75,75
9751,0,75,75
9752,0,75,75
9753,0,75,75
9754,0,75,75
9755,0,75,75
9756,0,75,75
9757,0,75,75
9758,0,75,75
9759,0,75,75
9760,0,75,75
9761,0,75,75
9762,0,75,75
9763,0,75,75
9764,0,75,75
9765,0,75,75
9766,0,75,75
9767,0,75,75
9768,0,75,75
9769,0,75,75
9770,0,75,75
9771,0,75,75
9772,0,75,75
9773,0,75,75
9774,0,75,75
9775,0,75,75
9776,0,75,75
9777,0,75,75
9778,0,75,75
9779,0,75,75
9780,0,75,75
9781,0,75,75
9782,0,75,75
9783,0,75,75
9784,0,75,75
9785,0,75,75
9786,0,75,75
9787,0,75,75
9788,0,75,75
9789,0,75,75
9790,0,75,75
9791,0,75,75
9792,0,75,75
9793,0,75,75
9794,0,75,75
9795,0,75,75
9796,0,75,75
9797,0,75,75
9798,0,75,75
9799,0,75,75
9800,0,75,75
9801,0,75,75
9802,0,75,75
9803,0,75,75
9804,0,75,75
9805,0,75,75
9806,0,75,75
9807,0,75,75
9808,0,76,76
9809,0,76,76
9810,0,76,76
9811,0,76,76
9812,0,76,76
9813,0,76,76
9814,0,76,76
9815,0,76,76
9816,0,76,76
9817,0,76,76
9818,0,76,76
9819,0,76,76
9820,0,76,76
9821,0,76,76
9822,0,76,76
9823,0,76,76
9824,0,76,76
9825,0,76,76
9826,0,76,76
9827,0,76,76
9828,0,76,76
9829,0,76,76
9830,0,76,76
9831,0,76,76
9832,0,76,76
9833,0,76,76
9834,0,76,76
9835,0,76,76
9836,0,76,76
9837,0,76,76
9838,0,76,76
9839,0,76,76
9840,0,76,76
9841,0,76,76
9842,0,76,76
9843,0,76,76
9844,0,76,76
9845,0,76,76
9846,0,76,76
9847,0,76,76
9848,0,76,76
9849,0,76,76
9850,0,76,76
9851,0,76,76
9852,0,76,76
9853,0,76,76
9854,0,76,76
9855,0,76,76
9856,0,76,76
9857,0,76,76
9858,0,76,76
9859,0,76,76
9860,0,76,76
9861,0,76,76
9862,0,76,76
9863,0,76,76
9864,0,76,76
9865,0,76,76
9866,0,76,76
9867,0,76,76
9868,0,76,76
9869,0,76,76
9870,0,76,76
9871,0,76,76
9872,0,76,76
9873,0,76,76
9874,0,76,76
9875,0,76,76
9876,0,76,76
9877,0,76,76
9878,0,76,76
9879,0,76,76
9880,0,76,76
9881,0,76,76
9882,0,76,76
9883,0,77,77
9884,0,77,77
9885,0,77,77
9886,0,77,77
9887,0,77,77
9888,0,77,77
9889,0,77,77
9890,0,77,77
9891,0,77,77
9892,0,77,77
9893,0,77,77
9894,0,77,77
9895,0,77,77
9896,0,77,77
9897,0,77,77
9898,0,77,77
9899,0,77,77
9900,0,77,77
9901,0,77,77
9902,0,77,77
9903,0,77,77
9904,0,77,77
9905,0,77,77
9906,0,77,77
9907,0,77,77
9908,0,77,77
9909,0,77,77
9910,0,77,77
9911,0,77,77
9912,0,77,77
9913,0,77,77
9914,0,77,77
9915,0,77,77
9916,0,77,77
9917,0,77,77
9918,0,77,77
9919,0,77,77
9920,0,77,77
9921,0,77,77
9922,0,77,77
9923,0,77,77
9924,0,77,77
9925,0,77,77
9926,0,77,77
9927,0,77,77
9928,0,77,77
9929,0,77,77
9930,0,77,77
9931,0,77,77
9932,0,77,77
9933,0,77,77
9934,0,77,77
9935,0,77,77
9936,0,77,77
9937,0,77,77
9938,0,77,77
9939,0,77,77
9940,0,77,77
9941,0,77,77
9942,0,77,77
9943,0,77,77
9944,0,77,77
9945,0,77,77
9946,0,77,77
9947,0,77,77
9948,0,77,77
9949,0,77,77
9950,0,77,77
9951,0,77,77
9952,0,77,77
9953,0,77,77
9954,0,77,77
9955,0,77,77
9956,0,77,77
9957,0,77,77
9958,0,77,77
9959,0,77,77
9960,0,77,77
9961,0,77,77
9962,0,77,77
9963,0,77,77
9964,0,77,77
9965,0,77,77
9966,0,77,77
9967,0,77,77
9968,0,77,77
9969,0,77,77
9970,0,77,77
9971,0,77,77
9972,0,77,77
9973,0,77,77
9974,0,77,77
9975,0,77,77
9976,0,77,77
9977,0,77,77
9978,0,77,77
9979,0,77,77
9980,0,77,77
9981,0,77,77
9982,0,77,77
9983,0,77,77
9984,0,77,77
9985,0,77,77
9986,0,77,77
9987,0,77,77
9988,0,77,77
9989,0,77,77
9990,0,77,77
9991,0,77,77
9992,0,77,77
9993,0,77,77
9994,0,77,77
9995,0,77,77
9996,0,77,77
9997,0,77,77
9998,0,77,77
9999,0,77,77
10000,0,77,77
10001,0,77,77
10002,0,77,77
10003,0,77,77
10004,0,77,77
10005,0,77,77
10006,0,77,77
10007,0,77,77
10008,0,77,77
10009,0,77,77
10010,0,77,77
10011,0,77,77
10012,0,77,77
10013,0,77,77
10014,0,77,77
10015,0,77,77
10016,0,77,77
10017,0,77,77
10018,0,77,77
10019,0,77,77
10020,0,77,77
10021,0,77,77
10022,0,77,77
10023,0,77,77
10024,0,77,77
10025,0,77,77
10026,0,77,77
10027,0,77,77
10028,0,77,77
10029,0,77,77
10030,0,77,77
10031,0,77,77
10032,0,77,77
10033,0,77,77
10034,0,77,77
10035,0,77,77
10036,0,77,77
10037,0,77,77
10038,0,77,77
10039,0,77,77
10040,0,77,77
10041,0,77,77
10042,0,77,77
10043,0,77,77
10044,0,77,77
10045,0,77,77
10046,0,77,77
10047,0,77,77
10048,0,77,77
10049,0,77,77
10050,0,78,78
10051,0,78,78
10052,0,78,78
10053,0,78,78
10054,0,78,78
10055,0,78,78
10056,0,78,78
10057,0,78,78
10058,0,78,78
10059,0,78,78
10060,0,78,78
10061,0,78,78
10062,0,78,78
10063,0,78,78
10064,0,78,78
10065,0,78,78
10066,0,78,78
10067,0,78,78
10068,0,78,78
10069,0,78,78
10070,0,78,78
10071,0,78,78
10072,0,78,78
10073,0,78,78
10074,0,78,78
10075,0,78,78
10076,0,78,78
10077,0,78,78
10078,0,78,78
10079,0,78,78
10080,0,78,78
10081,0,78,78
10082,0,78,78
10083,0,78,78
10084,0,78,78
10085,0,78,78
10086,0,78,78
10087,0,78,78
10088,0,78,78
10089,0,78,78
10090,0,78,78
10091,0,78,78
10092,0,78,78
10093,0,78,78
10094,0,78,78
10095,0,78,78
10096,0,78,78
10097,0,78,78
10098,0,78,78
10099,0,78,78
10100,0,78,78
10101,0,78,78
10102,0,78,78
10103,0,78,78
10104,0,78,78
10105,0,78,78
10106,0,78,78
10107,0,78,78
10108,0,78,78
10109,0,78,78
10110,0,78,78
10111,0,78,78
10112,0,78,78
10113,0,78,78
10114,0,78,78
10115,0,79,79
10116,0,79,79
10117,0,79,79
10118,0,79,79
10119,0,79,79
10120,0,79,79
10121,0,79,79
10122,0,79,79
10123,0,79,79
10124,0,79,79
10125,0,79,79
10126,0,79,79
10127,0,79,79
10128,0,79,79
10129,0,79,79
10130,0,79,79
10131,0,79,79
10132,0,79,79
10133,0,79,79
10134,0,79,79
10135,0,79,79
10136,0,79,79
10137,0,79,79
10138,0,79,79
10139,0,79,79
10140,0,79,79
10141,0,79,79
10142,0,79,79
10143,0,79,79
10144,0,79,79
10145,0,79,79
10146,0,79,79
10147,0,79,79
10148,0,79,79
10149,0,79,79
10150,0,79,79
10151,0,79,79
10152,0,79,79
10153,0,79,79
10154,0,79,79
10155,0,79,79
10156,0,79,79
10157,0,79,79
10158,0,79,79
10159,0,79,79
10160,0,79,79
10161,0,79,79
10162,0,79,79
10163,0,79,79
10164,0,79,79
10165,0,79,79
10166,0,79,79
10167,0,79,79
10168,0,79,79
10169,0,79,79
10170,0,79,79
10171,0,79,79
10172,0,79,79
10173,0,79,79
10174,0,79,79
10175,0,79,79
10176,0,79,79
10177,0,79,79
10178,0,79,79
10179,0,79,79
10180,0,79,79
10181,0,79,79
10182,0,79,79
10183,0,79,79
10184,0,79,79
10185,0,79,79
10186,0,79,79
10187,0,79,79
10188,0,79,79
10189,0,79,79
10190,0,79,79
10191,0,79,79
10192,0,79,79
10193,0,79,79
10194,0,79,79
10195,0,79,79
10196,0,79,79
10197,0,79,79
10198,0,79,79
10199,0,79,79
10200,0,79,79
10201,0,79,79
10202,0,79,79
10203,0,79,79
10204,0,79,79
10205,0,79,79
10206,0,79,79
10207,0,79,79
10208,0,79,79
10209,0,79,79
10210,0,79,79
10211,0,79,79
10212,0,79,79
10213,0,79,79
10214,0,79,79
10215,0,79,79
10216,0,79,79
10217,0,79,79
10218,0,79,79
10219,0,79,79
10220,0,79,79
10221,0,79,79
10222,0,79,79
10223,0,79,79
10224,0,79,79
10225,0,79,79
10226,0,79,79
10227,0,79,79
10228,0,79,79
10229,0,79,79
10230,0,79,79
10231,0,79,79
10232,0,79,79
10233,0,79,79
10234,0,79,79
10235,0,79,79
10236,0,79,79
10237,0,79,79
10238,0,79,79
10239,0,79,79
10240,0,79,79
10241,0,79,79
10242,0,79,79
10243,0,79,79
10244,0,79,79
10245,0,79,79
10246,0,79,79
10247,0,79,79
10248,0,79,79
10249,0,79,79
10250,0,79,79
10251,0,79,79
10252,0,79,79
10253,0,79,79
10254,0,79,79
10255,0,79,79
10256,0,79,79
10257,0,79,79
10258,0,79,79
10259,0,79,79
10260,0,79,79
10261,0,79,79
10262,0,79,79
10263,0,79,79
10264,0,79,79
10265,0,79,79
10266,0,79,79
10267,0,80,80
10268,0,80,80
10269,0,80,80
10270,0,80,80
10271,0,80,80
10272,0,80,80
10273,0,81,81
10274,0,81,81
10275,0,81,81
10276,0,81,81
10277,0,81,81
10278,0,81,81
10279,0,81,81
10280,0,81,81
10281,0,81,81
10282,0,81,81
10283,0,81,81
10284,0,81,81
10285,0,81,81
10286,0,81,81
10287,0,81,81
10288,0,81,81
10289,0,81,81
10290,0,81,81
10291,0,81,81
10292,0,81,81
10293,0,81,81
10294,0,81,81
10295,0,81,81
10296,0,81,81
10297,0,81,81
10298,0,81,81
10299,0,81,81
10300,0,81,81
10301,0,81,81
10302,0,81,81
10303,0,81,81
10304,0,81,81
10305,0,81,81
10306,0,81,81
10307,0,81,81
10308,0,81,81
10309,0,81,81
10310,0,81,81
10311,0,81,81
10312,0,81,81
10313,0,81,81
10314,0,81,81
10315,0,81,81
10316,0,81,81
10317,0,81,81
10318,0,81,81
10319,0,81,81
10320,0,81,81
10321,0,81,81
10322,0,81,81
10323,0,81,81
10324,0,81,81
10325,0,81,81
10326,0,81,81
10327,0,81,81
10328,0,81,81
10329,0,81,81
10330,0,81,81
10331,0,81,81
10332,0,81,81
10333,0,81,81
10334,0,81,81
10335,0,81,81
10336,0,81,81
10337,0,81,81
10338,0,81,81
10339,0,81,81
10340,0,81,81
10341,0,81,81
10342,0,81,81
10343,0,81,81
10344,0,81,81
10345,0,81,81
10346,0,81,81
10347,0,81,81
10348,0,81,81
10349,0,81,81
10350,0,81,81
10351,0,81,81
10352,0,81,81
10353,0,81,81
10354,0,81,81
10355,0,81,81
10356,0,81,81
10357,0,81,81
10358,0,81,81
10359,0,81,81
10360,0,81,81
10361,0,81,81
10362,0,81,81
10363,0,81,81
10364,0,81,81
10365,0,81,81
10366,0,81,81
10367,0,81,81
10368,0,81,81
10369,0,81,81
10370,0,81,81
10371,0,81,81
10372,0,81,81
10373,0,81,81
10374,0,81,81
10375,0,81,81
10376,0,81,81
10377,0,81,81
10378,0,81,81
10379,0,81,81
10380,0,81,81
10381,0,81,81
10382,0,81,81
10383,0,81,81
10384,0,81,81
10385,0,81,81
10386,0,81,81
10387,0,81,81
10388,0,81,81
10389,0,81,81
10390,0,81,81
10391,0,81,81
10392,0,81,81
10393,0,81,81
10394,0,81,81
10395,0,81,81
10396,0,81,81
10397,0,81,81
10398,0,81,81
10399,0,81,81
10400,0,81,81
10401,0,81,81
10402,0,81,81
10403,0,81,81
10404,0,81,81
10405,0,81,81
10406,0,81,81
10407,0,81,81
10408,0,81,81
10409,0,81,81
10410,0,81,81
10411,0,81,81
10412,0,81,81
10413,0,81,81
10414,0,81,81
10415,0,81,81
10416,0,81,81
10417,0,81,81
10418,0,81,81
10419,0,81,81
10420,0,81,81
10421,0,81,81
10422,0,81,81
10423,0,81,81
10424,0,81,81
10425,0,81,81
10426,0,81,81
10427,0,81,81
10428,0,81,81
10429,0,81,81
10430,0,81,81
10431,0,81,81
10432,0,81,81
10433,0,81,81
10434,0,81,81
10435,0,81,81
10436,0,81,81
10437,0,81,81
10438,0,81,81
10439,0,81,81
10440,0,81,81
10441,0,81,81
10442,0,81,81
10443,0,81,81
10444,0,81,81
10445,0,81,81
10446,0,81,81
10447,0,81,81
10448,0,81,81
10449,0,81,81
10450,0,81,81
10451,0,81,81
10452,0,81,81
10453,0,81,81
10454,0,81,81
10455,0,81,81
10456,0,81,81
10457,0,81,81
10458,0,81,81
10459,0,81,81
10460,0,81,81
10461,0,81,81
10462,0,81,81
10463,0,81,81
10464,0,81,81
10465,0,81,81
10466,0,81,81
10467,0,81,81
10468,0,81,81
10469,0,81,81
10470,0,81,81
10471,0,81,81
10472,0,81,81
10473,0,81,81
10474,0,81,81
10475,0,81,81
10476,0,81,81
10477,0,81,81
10478,0,81,81
10479,0,81,81
10480,0,81,81
10481,0,81,81
10482,0,81,81
10483,0,81,81
10484,0,81,81
10485,0,81,81
10486,0,81,81
10487,0,81,81
10488,0,81,81
10489,0,81,81
10490,0,81,81
10491,0,81,81
10492,0,81,81
10493,0,81,81
10494,0,81,81
10495,0,81,81
10496,0,81,81
10497,0,81,81
10498,0,81,81
10499,0,81,81
10500,0,81,81
10501,0,81,81
10502,0,81,81
10503,0,81,81
10504,0,81,81
10505,0,81,81
10506,0,81,81
10507,0,81,81
10508,0,81,81
10509,0,81,81
10510,0,81,81
10511,0,81,81
10512,0,81,81
10513,0,81,81
10514,0,81,81
10515,0,81,81
10516,0,81,81
10517,0,81,81
10518,0,81,81
10519,0,81,81
10520,0,81,81
10521,0,81,81
10522,0,81,81
10523,0,81,81
10524,0,81,81
10525,0,81,81
10526,0,81,81
10527,0,81,81
10528,0,81,81
10529,0,81,81
10530,0,81,81
10531,0,81,81
10532,0,81,81
10533,0,81,81
10534,0,81,81
10535,0,81,81
10536,0,81,81
10537,0,81,81
10538,0,81,81
10539,0,81,81
10540,0,81,81
10541,0,81,81
10542,0,81,81
10543,0,81,81
10544,0,81,81
10545,0,81,81
10546,0,81,81
10547,0,81,81
10548,0,81,81
10549,0,81,81
10550,0,81,81
10551,0,81,81
10552,0,81,81
10553,0,81,81
10554,0,81,81
10555,0,81,81
10556,0,81,81
10557,0,81,81
10558,0,81,81
10559,0,81,81
10560,0,81,81
10561,0,81,81
10562,0,81,81
10563,0,81,81
10564,0,81,81
10565,0,81,81
10566,0,81,81
10567,0,81,81
10568,0,81,81
10569,0,81,81
10570,0,81,81
10571,0,81,81
10572,0,81,81
10573,0,81,81
10574,0,81,81
10575,0,81,81
10576,0,81,81
10577,0,81,81
10578,0,81,81
10579,0,81,81
10580,0,81,81
10581,0,81,81
10582,0,81,81
10583,0,81,81
10584,0,81,81
10585,0,81,81
10586,0,81,81
10587,0,81,81
10588,0,81,81
10589,0,81,81
10590,0,81,81
10591,0,81,81
10592,0,81,81
10593,0,81,81
10594,0,81,81
10595,0,81,81
10596,0,81,81
10597,0,81,81
10598,0,81,81
10599,0,81,81
10600,0,81,81
10601,0,81,81
10602,0,81,81
10603,0,81,81
10604,0,81,81
10605,0,81,81
10606,0,81,81
10607,0,81,81
10608,0,81,81
10609,0,81,81
10610,0,81,81
10611,0,81,81
10612,0,81,81
10613,0,81,81
10614,0,81,81
10615,0,81,81
10616,0,81,81
10617,0,81,81
10618,0,81,81
10619,0,81,81
10620,0,81,81
10621,0,81,81
10622,0,81,81
10623,0,81,81
10624,0,81,81
10625,0,81,81
10626,0,81,81
10627,0,81,81
10628,0,81,81
10629,0,81,81
10630,0,81,81
10631,0,81,81
10632,0,81,81
10633,0,81,81
10634,0,81,81
10635,0,81,81
10636,0,81,81
10637,0,81,81
10638,0,81,81
10639,0,81,81
10640,0,81,81
10641,0,81,81
10642,0,81,81
10643,0,81,81
10644,0,81,81
10645,0,81,81
10646,0,81,81
10647,0,81,81
10648,0,81,81
10649,0,81,81
10650,0,81,81
10651,0,81,81
10652,0,81,81
10653,0,81,81
10654,0,81,81
10655,0,81,81
10656,0,81,81
10657,0,81,81
10658,0,81,81
10659,0,81,81
10660,0,81,81
10661,0,81,81
10662,0,81,81
10663,0,81,81
10664,0,81,81
10665,0,81,81
10666,0,81,81
10667,0,81,81
10668,0,81,81
10669,0,81,81
10670,0,81,81
10671,0,81,81
10672,0,81,81
10673,0,81,81
10674,0,81,81
10675,0,81,81
10676,0,81,81
10677,0,81,81
10678,0,81,81
10679,0,81,81
10680,0,81,81
10681,0,81,81
10682,0,81,81
10683,0,81,81
10684,0,81,81
10685,0,81,81
10686,0,81,81
10687,0,81,81
10688,0,81,81
10689,0,81,81
10690,0,81,81
10691,0,81,81
10692,0,81,81
10693,0,81,81
10694,0,81,81
10695,0,81,81
10696,0,81,81
10697,0,81,81
10698,0,81,81
10699,0,81,81
10700,0,81,81
10701,0,81,81
10702,0,81,81
10703,0,81,81
10704,0,81,81
10705,0,81,81
10706,0,81,81
10707,0,81,81
10708,0,81,81
10709,0,81,81
10710,0,81,81
10711,0,81,81
10712,0,81,81
10713,0,81,81
10714,0,81,81
10715,0,81,81
10716,0,81,81
10717,0,81,81
10718,0,81,81
10719,0,81,81
10720,0,81,81
10721,0,81,81
10722,0,81,81
10723,0,81,81
10724,0,81,81
10725,0,81,81
10726,0,81,81
10727,0,81,81
10728,0,82,82
10729,0,82,82
10730,0,82,82
10731,0,82,82
10732,0,82,82
10733,0,82,82
10734,0,82,82
10735,0,82,82
10736,0,82,82
10737,0,82,82
10738,0,82,82
10739,0,82,82
10740,0,82,82
10741,0,82,82
10742,0,82,82
10743,0,82,82
10744,0,82,82
10745,0,82,82
10746,0,82,82
10747,0,82,82
10748,0,82,82
10749,0,82,82
10750,0,82,82
10751,0,82,82
10752,0,82,82
10753,0,82,82
10754,0,82,82
10755,0,82,82
10756,0,82,82
10757,0,82,82
10758,0,82,82
10759,0,82,82
10760,0,82,82
10761,0,82,82
10762,0,82,82
10763,0,82,82
10764,0,82,82
10765,0,82,82
10766,0,82,82
10767,0,82,82
10768,0,82,82
10769,0,82,82
10770,0,82,82
10771,0,82,82
10772,0,82,82
10773,0,82,82
10774,0,82,82
10775,0,82,82
10776,0,82,82
10777,0,82,82
